기간	자치구	성별	합계	한국계 중국인	중국(한국계 중국인 제외)	미국	타이완	일본	베트남	몽골	필리핀	캐나다	인도	우즈베키스탄	영국	프랑스	타이	러시아	독일	오스트레일리아	네팔	파키스탄	인도네시아	나이지리아	말레이시아	방글라데시	캄 보 디 아	사우디아라비아	홍       콩	뉴질랜드	카자흐스탄	스 리 랑 카	남아프리카 공화국	미  얀  마	싱 가 포 르	이       란	브  라  질	아 일 랜 드	스  웨  덴	이 탈 리 아	터       키	네 덜 란 드	키르기스스탄	멕  시  코	스  페  인	우크라이나	스  위  스	핀  란  드	가       나	벨  기  에	폴  란  드	이  집  트	오스트리아	수       단	아르헨티나	오       만	이 스 라 엘	페       루	덴  마  크	모  로  코	이  라  크	기       타
2020.2/4	합계	남자	127,226	61,843	20,600	4,988	3,792	2,316	6,904	2,550	912	920	1,298	1,815	1,055	1,179	655	788	699	435	1,021	962	519	489	1,295	585	560	432	238	172	536	343	180	719	132	221	176	155	133	246	281	192	113	119	202	141	99	52	151	108	67	551	65	60	33	16	41	63	53	248	72	2,636
2020.2/4	합계	여자	137,580	47,994	37,155	4,260	4,338	5,638	12,166	3,874	2,517	544	682	1,155	639	1,160	1,271	1,666	721	307	527	322	805	170	824	190	462	275	887	63	804	87	178	317	207	210	181	74	131	243	255	142	244	128	203	235	67	73	49	94	126	97	66	40	31	16	63	95	62	205	51	2,194
2020.2/4	종로구	계	10,137	1,538	3,307	393	234	319	2,076	75	78	27	39	69	82	140	29	57	59	136	627	30	41	2	29	18	10	33	43	6	29	12	19	20	18	12	50	11	7	15	5	15	11	11	18	3	8	13	4	14	13	7	23	4	1	8	32	3	11	3	-	240
2020.2/4	종로구	남자	4,457	734	1,076	234	89	151	952	27	22	15	23	41	59	70	9	19	24	75	411	19	19	2	8	11	2	22	8	4	8	9	10	13	10	8	29	7	3	13	-	6	5	5	9	-	7	1	4	10	8	3	11	2	1	3	15	1	5	1	-	124
2020.2/4	종로구	여자	5,680	804	2,231	159	145	168	1,124	48	56	12	16	28	23	70	20	38	35	61	216	11	22	-	21	7	8	11	35	2	21	3	9	7	8	4	21	4	4	2	5	9	6	6	9	3	1	12	-	4	5	4	12	2	-	5	17	2	6	2	-	116
2020.2/4	중구	계	9,938	1,773	2,445	273	561	221	1,357	292	99	75	108	554	83	94	34	607	122	21	19	48	32	4	29	5	6	27	42	15	305	33	6	17	18	7	14	7	7	21	18	23	47	5	19	40	10	2	6	5	7	14	8	-	1	2	11	19	10	10	-	300
2020.2/4	중구	남자	4,848	918	1,002	178	299	108	633	120	25	42	70	272	51	53	5	307	65	13	12	37	19	3	13	4	2	20	16	11	168	22	3	10	6	5	9	5	3	11	9	13	23	2	13	27	5	-	6	4	3	10	4	-	-	-	5	9	6	6	-	163
2020.2/4	중구	여자	5,090	855	1,443	95	262	113	724	172	74	33	38	282	32	41	29	300	57	8	7	11	13	1	16	1	4	7	26	4	137	11	3	7	12	2	5	2	4	10	9	10	24	3	6	13	5	2	-	1	4	4	4	-	1	2	6	10	4	4	-	137
2020.2/4	용산구	계	15,931	1,144	637	2,511	340	1,205	295	158	621	223	399	163	301	303	198	240	397	134	40	386	100	537	1,344	134	66	274	40	34	113	44	104	63	65	57	41	49	63	99	142	55	58	36	93	60	32	14	113	38	21	358	13	74	25	-	25	47	20	142	83	1,560
2020.2/4	용산구	남자	8,967	564	246	1,450	177	615	81	63	143	144	264	79	195	181	87	57	213	75	29	286	39	401	978	83	24	161	16	27	45	23	55	23	30	36	20	33	37	55	104	32	16	16	48	23	21	8	82	19	9	335	9	47	14	-	9	21	11	92	49	967
2020.2/4	용산구	여자	6,964	580	391	1,061	163	590	214	95	478	79	135	84	106	122	111	183	184	59	11	100	61	136	366	51	42	113	24	7	68	21	49	40	35	21	21	16	26	44	38	23	42	20	45	37	11	6	31	19	12	23	4	27	11	-	16	26	9	50	34	593
2020.2/4	성동구	계	7,454	2,115	2,251	203	169	151	967	260	180	45	79	78	38	41	51	39	78	18	48	108	69	8	43	39	23	3	26	6	9	8	8	24	8	7	6	2	9	18	14	13	15	4	16	13	8	9	13	2	4	4	2	1	-	1	-	1	1	6	-	92
2020.2/4	성동구	남자	3,296	1,060	779	130	81	34	354	98	90	31	51	57	23	15	11	9	51	11	40	78	50	4	27	34	5	2	5	6	3	8	2	13	5	4	3	2	5	8	6	10	4	3	7	3	5	2	11	2	2	1	2	-	-	-	-	-	1	2	-	46
2020.2/4	성동구	여자	4,158	1,055	1,472	73	88	117	613	162	90	14	28	21	15	26	40	30	27	7	8	30	19	4	16	5	18	1	21	-	6	-	6	11	3	3	3	-	4	10	8	3	11	1	9	10	3	7	2	-	2	3	-	1	-	1	-	1	-	4	-	46
2020.2/4	광진구	계	14,351	5,610	4,040	173	126	326	1,371	839	102	42	142	367	36	55	38	51	31	15	123	145	64	2	70	88	18	-	36	6	61	9	4	39	10	33	12	6	4	15	9	13	10	9	14	8	5	5	-	5	6	5	8	1	4	-	1	-	2	10	2	125
2020.2/4	광진구	남자	6,204	2,861	1,305	100	49	48	430	373	25	23	99	294	21	28	4	13	10	10	72	109	16	1	30	75	5	-	3	2	21	6	-	15	1	20	4	5	4	8	2	10	3	4	3	4	4	2	-	2	2	2	5	1	-	-	-	-	1	4	1	64
2020.2/4	광진구	여자	8,147	2,749	2,735	73	77	278	941	466	77	19	43	73	15	27	34	38	21	5	51	36	48	1	40	13	13	-	33	4	40	3	4	24	9	13	8	1	-	7	7	3	7	5	11	4	1	3	-	3	4	3	3	-	4	-	1	-	1	6	1	61
2020.2/4	동대문구	계	14,787	2,473	5,840	192	287	401	2,390	628	216	35	101	275	52	71	50	117	96	13	153	32	70	6	60	63	65	17	145	3	65	23	10	40	8	57	25	4	35	21	31	11	32	20	39	21	7	5	7	6	25	20	7	3	4	-	1	12	8	12	20	357
2020.2/4	동대문구	남자	5,845	1,231	1,790	87	101	49	1,184	246	80	25	67	181	30	22	9	38	26	8	101	25	19	6	14	44	40	13	27	3	20	16	5	16	3	25	5	2	8	4	6	6	8	7	12	5	5	4	7	-	5	10	1	1	3	-	-	2	2	2	14	175
2020.2/4	동대문구	여자	8,942	1,242	4,050	105	186	352	1,206	382	136	10	34	94	22	49	41	79	70	5	52	7	51	-	46	19	25	4	118	-	45	7	5	24	5	32	20	2	27	17	25	5	24	13	27	16	2	1	-	6	20	10	6	2	1	-	1	10	6	10	6	182
2020.2/4	중랑구	계	5,001	1,627	655	62	66	136	656	1,240	136	19	4	59	19	8	42	29	4	9	26	4	12	-	6	31	25	2	11	-	21	2	6	8	2	9	2	2	2	5	8	1	10	3	1	2	4	1	-	1	2	3	-	-	-	-	-	2	1	-	-	15
2020.2/4	중랑구	남자	2,035	799	203	32	29	15	206	539	28	12	3	24	12	4	-	3	3	6	18	3	2	-	2	27	-	1	2	-	10	2	3	6	1	8	-	2	2	2	5	1	3	1	1	-	3	-	-	-	-	1	-	-	-	-	-	2	-	-	-	9
2020.2/4	중랑구	여자	2,966	828	452	30	37	121	450	701	108	7	1	35	7	4	42	26	1	3	8	1	10	-	4	4	25	1	9	-	11	-	3	2	1	1	2	-	-	3	3	-	7	2	-	2	1	1	-	1	2	2	-	-	-	-	-	-	1	-	-	6
2020.2/4	성북구	계	10,478	1,059	3,942	271	257	286	1,360	810	239	64	141	228	80	59	45	121	76	24	69	111	102	9	63	80	29	33	48	5	104	17	13	25	23	23	12	16	19	18	26	13	22	17	11	30	13	13	8	5	4	20	9	-	3	10	1	18	12	17	2	343
2020.2/4	성북구	남자	4,120	534	1,317	139	113	48	510	288	65	37	89	164	47	15	9	26	36	12	38	79	38	5	35	53	10	24	9	5	29	8	7	7	9	13	6	10	7	5	9	7	7	5	6	14	9	6	4	1	-	11	4	-	-	8	-	6	5	7	1	164
2020.2/4	성북구	여자	6,358	525	2,625	132	144	238	850	522	174	27	52	64	33	44	36	95	40	12	31	32	64	4	28	27	19	9	39	-	75	9	6	18	14	10	6	6	12	13	17	6	15	12	5	16	4	7	4	4	4	9	5	-	3	2	1	12	7	10	1	179
2020.2/4	강북구	계	3,622	1,042	732	82	101	118	552	380	96	14	12	85	20	18	48	27	1	3	24	28	11	-	4	6	22	10	18	4	19	2	11	-	-	10	5	3	2	2	19	2	9	2	10	7	1	1	2	-	4	-	1	-	1	-	1	1	-	4	-	45
2020.2/4	강북구	남자	1,361	487	229	53	42	9	145	140	15	12	11	50	12	11	5	7	1	1	10	22	5	-	1	4	1	7	1	4	3	1	4	-	-	7	1	3	1	-	16	2	1	1	6	2	1	1	1	-	3	-	-	-	1	-	1	-	-	1	-	19
2020.2/4	강북구	여자	2,261	555	503	29	59	109	407	240	81	2	1	35	8	7	43	20	-	2	14	6	6	-	3	2	21	3	17	-	16	1	7	-	-	3	4	-	1	2	3	-	8	1	4	5	-	-	1	-	1	-	1	-	-	-	-	1	-	3	-	26
2020.2/4	도봉구	계	2,184	460	405	75	36	108	342	172	166	13	3	38	18	14	44	10	7	5	37	41	8	10	3	9	46	-	7	1	8	-	5	31	1	1	2	1	-	-	6	-	2	4	1	1	-	-	3	-	-	2	-	1	2	-	-	3	-	5	-	27
2020.2/4	도봉구	남자	869	219	111	40	20	18	88	72	51	8	2	20	9	7	22	2	2	2	30	35	4	8	-	6	28	-	1	-	2	-	1	30	1	1	1	1	-	-	4	-	-	-	-	-	-	-	3	-	-	1	-	-	1	-	-	1	-	2	-	15
2020.2/4	도봉구	여자	1,315	241	294	35	16	90	254	100	115	5	1	18	9	7	22	8	5	3	7	6	4	2	3	3	18	-	6	1	6	-	4	1	-	-	1	-	-	-	2	-	2	4	1	1	-	-	-	-	-	1	-	1	1	-	-	2	-	3	-	12
2020.2/4	노원구	계	4,154	535	899	184	86	183	1,001	334	87	45	47	121	28	22	37	39	17	7	33	22	48	6	6	26	20	6	10	7	38	1	21	53	5	19	11	8	-	8	10	10	7	6	5	5	2	4	3	3	3	8	-	-	-	-	-	2	1	5	1	59
2020.2/4	노원구	남자	1,849	255	383	101	31	19	430	151	24	34	30	81	19	14	9	5	12	6	19	8	28	6	-	20	7	6	4	5	15	1	10	10	2	4	5	6	-	8	7	6	4	2	3	3	1	3	3	3	3	5	-	-	-	-	-	2	-	1	-	35
2020.2/4	노원구	여자	2,305	280	516	83	55	164	571	183	63	11	17	40	9	8	28	34	5	1	14	14	20	-	6	6	13	-	6	2	23	-	11	43	3	15	6	2	-	-	3	4	3	4	2	2	1	1	-	-	-	3	-	-	-	-	-	-	1	4	1	24
2020.2/4	은평구	계	4,414	1,160	807	141	549	367	546	59	102	38	34	68	40	26	59	38	16	15	10	8	28	5	26	9	42	8	43	8	13	5	15	6	4	5	5	3	1	4	3	4	5	4	4	5	3	1	3	1	3	11	-	-	-	-	-	1	3	6	1	43
2020.2/4	은평구	남자	1,783	557	285	89	282	89	119	17	20	22	20	31	29	12	5	9	10	12	8	8	8	5	6	8	15	5	17	4	4	5	11	2	2	4	3	3	-	2	1	2	1	4	3	2	3	-	2	-	-	8	-	-	-	-	-	-	1	-	-	28
2020.2/4	은평구	여자	2,631	603	522	52	267	278	427	42	82	16	14	37	11	14	54	29	6	3	2	-	20	-	20	1	27	3	26	4	9	-	4	4	2	1	2	-	1	2	2	2	4	-	1	3	-	1	1	1	3	3	-	-	-	-	-	1	2	6	1	15
2020.2/4	서대문구	계	11,504	874	3,583	542	2,142	527	1,073	121	127	93	163	83	145	206	163	103	86	53	29	29	77	4	69	11	45	26	213	15	62	11	14	38	41	37	27	9	27	53	17	50	24	19	43	19	24	18	6	21	22	8	7	5	3	2	5	5	4	22	3	256
2020.2/4	서대문구	남자	4,001	408	948	272	1,044	88	253	29	29	48	103	50	75	68	14	19	40	27	16	25	13	2	18	5	15	15	37	9	17	7	8	11	9	14	10	7	14	17	4	25	6	8	17	6	9	6	4	9	5	4	1	2	1	-	2	2	3	10	1	92
2020.2/4	서대문구	여자	7,503	466	2,635	270	1,098	439	820	92	98	45	60	33	70	138	149	84	46	26	13	4	64	2	51	6	30	11	176	6	45	4	6	27	32	23	17	2	13	36	13	25	18	11	26	13	15	12	2	12	17	4	6	3	2	2	3	3	1	12	2	164
2020.2/4	마포구	계	10,567	1,183	2,961	1,045	1,308	901	505	49	89	95	87	37	145	306	126	136	127	64	56	35	92	4	76	22	33	57	191	19	29	15	14	10	25	22	21	22	27	53	16	53	9	29	43	18	18	8	5	15	18	45	12	2	2	1	4	3	19	52	1	207
2020.2/4	마포구	남자	3,995	572	791	449	599	345	135	16	21	63	55	21	92	115	30	36	53	30	36	24	24	3	22	12	9	33	36	13	8	12	8	1	8	12	10	14	8	20	5	21	2	18	13	6	6	5	5	4	6	44	4	-	2	1	1	1	7	36	-	72
2020.2/4	마포구	여자	6,572	611	2,170	596	709	556	370	33	68	32	32	16	53	191	96	100	74	34	20	11	68	1	54	10	24	24	155	6	21	3	6	9	17	10	11	8	19	33	11	32	7	11	30	12	12	3	-	11	12	1	8	2	-	-	3	2	12	16	1	135
2020.2/4	양천구	계	4,081	1,748	688	134	190	123	297	69	117	25	6	61	24	13	74	114	3	8	6	14	10	1	13	6	34	-	13	2	155	1	4	20	1	3	5	6	3	2	3	3	4	3	1	3	-	-	-	-	3	35	1	-	-	-	-	3	2	8	-	19
2020.2/4	양천구	남자	1,840	926	249	68	105	13	66	24	29	14	3	41	15	9	38	37	-	5	3	12	7	1	6	5	17	-	3	1	63	1	2	17	-	1	2	4	2	1	1	2	-	2	-	1	-	-	-	-	-	32	-	-	-	-	-	1	1	3	-	7
2020.2/4	양천구	여자	2,241	822	439	66	85	110	231	45	88	11	3	20	9	4	36	77	3	3	3	2	3	-	7	1	17	-	10	1	92	-	2	3	1	2	3	2	1	1	2	1	4	1	1	2	-	-	-	-	3	3	1	-	-	-	-	2	1	5	-	12
2020.2/4	강서구	계	6,267	2,475	1,025	215	315	330	413	87	137	68	79	79	78	26	80	96	27	34	15	13	65	5	55	20	38	-	20	16	11	62	14	52	8	5	35	11	5	28	6	13	9	15	9	3	6	1	1	11	5	4	13	-	3	-	1	4	3	6	-	112
2020.2/4	강서구	남자	2,971	1,261	363	122	156	55	102	27	32	60	54	30	56	19	30	46	18	32	11	9	32	4	46	16	19	-	5	14	5	62	11	42	5	4	30	10	3	25	3	12	4	14	7	-	5	1	1	11	3	4	12	-	3	-	-	2	1	2	-	70
2020.2/4	강서구	여자	3,296	1,214	662	93	159	275	311	60	105	8	25	49	22	7	50	50	9	2	4	4	33	1	9	4	19	-	15	2	6	-	3	10	3	1	5	1	2	3	3	1	5	1	2	3	1	-	-	-	2	-	1	-	-	-	1	2	2	4	-	42
2020.2/4	구로구	계	31,632	23,673	5,912	97	176	195	502	100	109	29	27	67	29	23	75	68	9	12	10	30	37	6	31	28	43	-	19	3	55	13	6	115	6	3	5	2	2	5	4	-	10	3	2	5	1	-	-	2	5	6	3	-	1	-	1	1	-	4	-	62
2020.2/4	구로구	남자	17,953	14,597	2,459	52	77	42	188	42	34	18	19	47	16	9	14	17	2	9	5	25	14	5	16	26	26	-	2	3	22	13	2	88	4	3	2	1	-	3	3	-	3	2	2	-	1	-	-	1	2	5	1	-	-	-	-	-	-	3	-	28
2020.2/4	구로구	여자	13,679	9,076	3,453	45	99	153	314	58	75	11	8	20	13	14	61	51	7	3	5	5	23	1	15	2	17	-	17	-	33	-	4	27	2	-	3	1	2	2	1	-	7	1	-	5	-	-	-	1	3	1	2	-	1	-	1	1	-	1	-	34
2020.2/4	금천구	계	18,304	14,221	2,687	45	71	110	426	92	115	14	12	33	8	8	31	20	8	2	41	26	20	2	12	16	53	-	10	1	14	9	2	94	1	6	4	-	2	4	3	-	13	2	2	5	-	-	2	1	2	7	1	-	-	-	3	4	-	5	1	33
2020.2/4	금천구	남자	10,316	8,570	1,101	28	29	16	135	41	48	9	8	22	4	4	10	8	5	1	31	23	12	1	7	12	35	-	1	1	4	8	1	93	-	3	3	-	-	3	2	-	6	1	1	-	-	-	1	-	2	5	-	-	-	-	1	1	-	1	1	17
2020.2/4	금천구	여자	7,988	5,651	1,586	17	42	94	291	51	67	5	4	11	4	4	21	12	3	1	10	3	8	1	5	4	18	-	9	-	10	1	1	1	1	3	1	-	2	1	1	-	7	1	1	5	-	-	1	1	-	2	1	-	-	-	2	3	-	4	-	16
2020.2/4	영등포구	계	31,805	24,378	5,017	222	364	213	312	46	66	46	46	27	49	34	159	75	15	11	66	25	182	7	9	15	75	5	43	14	20	44	4	85	4	1	7	10	2	8	8	5	2	-	4	6	1	1	-	2	2	5	4	-	1	-	3	-	2	8	1	44
2020.2/4	영등포구	남자	17,743	14,327	2,180	115	189	39	99	21	17	34	36	15	33	15	116	19	11	8	52	22	91	5	4	14	63	2	11	12	10	43	4	78	1	1	2	5	1	5	4	3	2	-	3	-	1	-	-	2	-	5	2	-	1	-	-	-	1	5	-	14
2020.2/4	영등포구	여자	14,062	10,051	2,837	107	175	174	213	25	49	12	10	12	16	19	43	56	4	3	14	3	91	2	5	1	12	3	32	2	10	1	-	7	3	-	5	5	1	3	4	2	-	-	1	6	-	1	-	-	2	-	2	-	-	-	3	-	1	3	1	30
2020.2/4	동작구	계	11,611	5,053	3,912	179	121	169	896	79	61	31	50	67	28	78	58	73	25	8	15	48	43	13	26	29	33	1	19	7	22	23	10	39	6	9	6	8	1	7	18	11	13	7	12	9	1	11	6	4	2	12	-	3	1	-	1	5	-	18	5	219
2020.2/4	동작구	남자	5,268	2,693	1,453	101	51	20	282	25	8	20	33	43	21	56	17	15	12	5	7	34	11	8	10	28	17	-	4	6	5	14	2	22	1	4	5	7	1	4	3	9	7	3	8	2	1	7	4	3	-	7	-	3	-	-	-	2	-	9	3	152
2020.2/4	동작구	여자	6,343	2,360	2,459	78	70	149	614	54	53	11	17	24	7	22	41	58	13	3	8	14	32	5	16	1	16	1	15	1	17	9	8	17	5	5	1	1	-	3	15	2	6	4	4	7	-	4	2	1	2	5	-	-	1	-	1	3	-	9	2	67
2020.2/4	관악구	계	16,578	9,227	2,822	292	159	348	749	182	133	59	148	178	90	121	208	124	76	23	50	50	135	21	85	92	85	1	50	8	80	38	11	58	14	66	19	14	14	35	37	16	18	22	26	19	10	4	17	9	16	48	8	4	4	-	4	10	7	53	1	380
2020.2/4	관악구	남자	7,911	4,984	1,037	140	38	54	212	53	24	43	86	108	54	50	107	20	35	9	32	41	45	14	28	79	52	-	8	3	27	30	7	32	4	24	8	10	11	14	8	11	3	7	18	7	7	2	12	3	4	39	2	2	2	-	1	3	3	26	1	227
2020.2/4	관악구	여자	8,667	4,243	1,785	152	121	294	537	129	109	16	62	70	36	71	101	104	41	14	18	9	90	7	57	13	33	1	42	5	53	8	4	26	10	42	11	4	3	21	29	5	15	15	8	12	3	2	5	6	12	9	6	2	2	-	3	7	4	27	-	153
2020.2/4	서초구	계	4,143	635	584	570	129	272	120	47	109	90	70	42	96	509	39	60	58	45	10	7	17	2	27	3	27	15	23	20	16	18	12	42	31	4	12	9	9	28	65	8	3	9	13	10	9	3	1	43	14	8	3	-	-	4	4	5	8	10	1	115
2020.2/4	서초구	남자	2,058	284	258	321	52	92	44	18	19	56	44	27	58	297	8	23	35	28	8	7	5	2	10	1	20	9	6	15	8	17	8	38	16	2	6	6	6	13	43	6	1	3	9	5	4	-	1	24	8	7	2	-	-	1	2	4	5	4	-	62
2020.2/4	서초구	여자	2,085	351	326	249	77	180	76	29	90	34	26	15	38	212	31	37	23	17	2	-	12	-	17	2	7	6	17	5	8	1	4	4	15	2	6	3	3	15	22	2	2	6	4	5	5	3	-	19	6	1	1	-	-	3	2	1	3	6	1	53
2020.2/4	강남구	계	4,925	680	914	772	144	448	209	51	80	147	73	53	118	115	117	99	57	54	15	14	30	1	18	10	74	31	26	15	35	7	28	107	24	19	18	14	15	24	49	10	5	8	12	20	2	6	-	10	9	13	6	1	2	-	5	4	1	8	-	98
2020.2/4	강남구	남자	2,434	280	433	420	63	204	84	14	21	84	56	29	64	75	55	16	24	30	14	11	8	-	8	6	65	21	10	8	16	7	13	104	8	9	7	6	12	17	25	6	1	5	7	7	1	2	-	6	1	9	4	1	1	-	3	-	-	4	-	49
2020.2/4	강남구	여자	2,491	400	481	352	81	244	125	37	59	63	17	24	54	40	62	83	33	24	1	3	22	1	10	4	9	10	16	7	19	-	15	3	16	10	11	8	3	7	24	4	4	3	5	13	1	4	-	4	8	4	2	-	1	-	2	4	1	4	-	49
2020.2/4	송파구	계	6,555	3,066	1,030	412	135	328	316	84	83	93	89	52	58	36	66	76	18	16	14	5	24	3	6	4	32	117	22	11	33	8	9	42	14	12	12	8	3	12	8	2	8	6	4	63	1	4	-	3	1	2	1	1	4	4	-	3	-	33	1	57
2020.2/4	송파구	남자	3,066	1,607	384	193	49	123	87	33	24	50	57	30	42	24	22	21	9	10	9	3	6	2	2	2	16	65	5	10	9	6	1	40	4	7	4	3	2	7	2	1	-	3	4	24	-	1	-	3	-	2	1	1	2	3	-	1	-	22	1	27
2020.2/4	송파구	여자	3,489	1,459	646	219	86	205	229	51	59	43	32	22	16	12	44	55	9	6	5	2	18	1	4	2	16	52	17	1	24	2	8	2	10	5	8	5	1	5	6	1	8	3	-	39	1	3	-	-	1	-	-	-	2	1	-	2	-	11	-	30
2020.2/4	강동구	계	4,383	2,088	660	163	64	169	339	170	81	34	21	86	29	13	55	35	7	12	12	25	7	1	9	11	78	41	7	9	23	25	8	8	2	4	1	4	5	4	11	3	11	3	3	1	-	1	-	1	2	3	1	-	2	-	1	2	-	6	-	22
2020.2/4	강동구	남자	2,036	1,115	218	74	27	22	85	73	18	16	15	58	18	6	19	16	2	10	9	17	4	1	4	10	67	26	1	6	14	22	2	8	2	2	1	3	3	1	9	1	3	3	2	-	-	1	-	1	1	1	-	-	1	-	1	2	-	5	-	10
2020.2/4	강동구	여자	2,347	973	442	89	37	147	254	97	63	18	6	28	11	7	36	19	5	2	3	8	3	-	5	1	11	15	6	3	9	3	6	-	-	2	-	1	2	3	2	2	8	-	1	1	-	-	-	-	1	2	1	-	1	-	-	-	-	1	-	12
2020.3/4	합계	계	253,777	104,720	55,616	9,188	7,895	7,593	19,109	6,575	3,338	1,416	1,962	2,881	1,578	1,869	1,927	2,245	1,200	743	1,566	1,226	1,270	624	1,768	743	1,004	633	1,050	226	1,099	426	339	1,028	329	440	326	217	216	437	488	226	338	226	332	353	146	92	189	198	156	556	116	97	55	26	104	159	103	376	115	4,504
2020.3/4	합계	남자	121,742	58,662	19,864	4,986	3,713	2,281	6,970	2,613	882	920	1,275	1,775	998	1,038	659	720	625	439	1,030	915	494	461	1,047	565	555	393	226	166	415	342	167	703	131	223	154	143	114	233	254	144	109	112	188	132	91	40	144	111	53	462	60	59	25	15	43	62	58	190	63	2,430
2020.3/4	합계	여자	132,035	46,058	35,752	4,202	4,182	5,312	12,139	3,962	2,456	496	687	1,106	580	831	1,268	1,525	575	304	536	311	776	163	721	178	449	240	824	60	684	84	172	325	198	217	172	74	102	204	234	82	229	114	144	221	55	52	45	87	103	94	56	38	30	11	61	97	45	186	52	2,074
2020.3/4	종로구	계	9,890	1,464	3,180	409	246	318	2,083	84	74	30	32	72	73	116	26	59	59	150	643	22	36	2	28	20	10	32	37	5	25	14	3	22	18	12	46	12	5	18	5	13	13	6	19	2	8	8	4	12	7	7	26	4	1	8	36	5	7	2	1	211
2020.3/4	종로구	남자	4,367	685	1,022	226	89	156	975	30	20	19	19	48	54	72	7	17	31	82	417	15	16	2	10	13	2	21	7	4	8	9	2	12	10	8	26	6	3	15	-	8	5	4	10	-	6	-	4	8	4	3	13	2	1	3	17	3	5	2	1	110
2020.3/4	종로구	여자	5,523	779	2,158	183	157	162	1,108	54	54	11	13	24	19	44	19	42	28	68	226	7	20	-	18	7	8	11	30	1	17	5	1	10	8	4	20	6	2	3	5	5	8	2	9	2	2	8	-	4	3	4	13	2	-	5	19	2	2	-	-	101
2020.3/4	중구	계	9,521	1,698	2,305	277	540	207	1,340	280	95	72	119	515	84	74	37	611	119	20	18	51	34	3	40	4	5	26	40	16	259	32	6	19	20	6	13	5	4	20	19	19	46	3	20	40	9	2	4	5	10	16	7	-	1	-	11	20	6	10	-	259
2020.3/4	중구	남자	4,667	875	962	179	289	102	618	113	25	42	79	254	52	52	6	302	66	12	13	41	20	2	22	3	2	20	14	12	136	21	3	12	7	5	9	4	2	10	8	13	23	2	13	25	5	-	4	3	3	11	3	-	-	-	5	9	5	4	-	145
2020.3/4	중구	여자	4,854	823	1,343	98	251	105	722	167	70	30	40	261	32	22	31	309	53	8	5	10	14	1	18	1	3	6	26	4	123	11	3	7	13	1	4	1	2	10	11	6	23	1	7	15	4	2	-	2	7	5	4	-	1	-	6	11	1	6	-	114
2020.3/4	용산구	계	15,167	1,083	596	2,536	335	1,211	296	157	608	217	412	163	285	282	182	219	370	132	40	366	91	517	1,026	131	68	261	35	36	106	44	104	68	66	63	38	44	52	88	124	42	59	40	82	63	37	17	109	45	23	288	11	75	23	-	18	45	31	114	81	1,512
2020.3/4	용산구	남자	8,470	532	221	1,461	174	611	80	62	140	144	268	85	178	177	84	53	200	76	29	266	36	388	745	84	24	153	16	28	42	24	53	27	31	40	19	30	31	52	95	26	18	20	43	26	22	9	79	25	9	263	7	48	12	-	7	20	18	74	46	939
2020.3/4	용산구	여자	6,697	551	375	1,075	161	600	216	95	468	73	144	78	107	105	98	166	170	56	11	100	55	129	281	47	44	108	19	8	64	20	51	41	35	23	19	14	21	36	29	16	41	20	39	37	15	8	30	20	14	25	4	27	11	-	11	25	13	40	35	573
2020.3/4	성동구	계	7,104	2,014	2,200	201	160	146	958	252	173	42	78	80	35	22	47	35	42	15	42	102	64	8	36	39	24	6	20	7	9	9	7	24	9	8	5	2	3	11	14	2	9	6	11	11	7	1	11	4	3	6	-	1	-	1	-	1	1	5	-	75
2020.3/4	성동구	남자	3,138	998	759	125	80	32	353	96	88	31	49	59	24	12	11	8	27	10	34	75	45	4	25	33	6	4	4	6	3	9	3	12	5	5	2	2	2	9	6	2	2	3	6	3	5	1	10	2	2	1	-	-	-	-	-	1	1	2	-	41
2020.3/4	성동구	여자	3,966	1,016	1,441	76	80	114	605	156	85	11	29	21	11	10	36	27	15	5	8	27	19	4	11	6	18	2	16	1	6	-	4	12	4	3	3	-	1	2	8	-	7	3	5	8	2	-	1	2	1	5	-	1	-	1	-	-	-	3	-	34
2020.3/4	광진구	계	13,859	5,385	3,874	169	117	291	1,411	867	103	42	151	340	31	38	40	42	27	15	127	138	61	2	66	77	15	-	31	5	52	8	4	39	10	36	8	8	5	15	11	3	12	6	9	11	3	4	-	2	3	5	6	1	4	-	-	1	3	10	2	113
2020.3/4	광진구	남자	5,982	2,746	1,259	95	47	42	436	389	25	26	102	266	19	17	5	12	6	10	75	104	16	1	28	66	4	-	3	2	20	6	-	15	1	21	3	7	2	8	3	3	3	2	4	6	2	2	-	1	2	2	3	1	-	-	-	-	3	4	1	56
2020.3/4	광진구	여자	7,877	2,639	2,615	74	70	249	975	478	78	16	49	74	12	21	35	30	21	5	52	34	45	1	38	11	11	-	28	3	32	2	4	24	9	15	5	1	3	7	8	-	9	4	5	5	1	2	-	1	1	3	3	-	4	-	-	1	-	6	1	57
2020.3/4	동대문구	계	14,263	2,358	5,682	180	278	378	2,407	633	203	29	90	273	49	53	54	107	72	14	168	32	67	3	59	62	66	18	139	4	51	21	9	40	7	52	19	7	18	17	22	4	32	12	20	20	4	11	7	5	10	17	4	2	2	-	2	7	4	12	12	335
2020.3/4	동대문구	남자	5,685	1,182	1,740	83	94	51	1,196	248	75	21	60	184	30	15	8	34	22	9	111	22	19	3	14	45	39	14	29	4	16	15	4	17	1	22	3	2	3	3	8	3	7	3	8	4	4	6	7	-	2	11	1	1	1	-	1	1	1	2	7	169
