기간	자치구	성별	합계	한국계 중국인	중국(한국계 중국인 제외)	미국	타이완	일본	베트남	몽골	필리핀	캐나다	인도	우즈베키스탄	영국	프랑스	타이	러시아	독일	오스트레일리아	네팔	파키스탄	인도네시아	나이지리아	말레이시아	방글라데시	캄 보 디 아	사우디아라비아	홍       콩	뉴질랜드	카자흐스탄	스 리 랑 카	남아프리카 공화국	미  얀  마	싱 가 포 르	이       란	브  라  질	아 일 랜 드	스  웨  덴	이 탈 리 아	터       키	네 덜 란 드	키르기스스탄	멕  시  코	스  페  인	우크라이나	스  위  스	핀  란  드	가       나	벨  기  에	폴  란  드	이  집  트	오스트리아	수       단	아르헨티나	오       만	이 스 라 엘	페       루	덴  마  크	모  로  코	이  라  크	기       타
2019.1/4	광진구	남자	6,801	3,301	1,586	87	54	48	413	297	25	22	121	285	19	42	8	12	14	7	58	108	22	2	39	45	4	1	6	2	25	7	1	8	2	18	1	2	3	7	3	8	3	5	4	3	3	6	2	-	1	2	5	-	1	-	-	-	1	3	-	49
2019.1/4	광진구	여자	8,984	3,112	3,313	92	102	296	815	395	86	17	58	68	12	26	36	34	21	2	39	30	50	1	67	14	16	1	33	1	55	2	3	16	7	13	6	1	6	5	7	9	8	4	10	3	3	4	1	-	5	3	1	-	4	-	-	-	-	4	-	67
2019.1/4	동대문구	계	16,512	2,792	6,791	251	374	408	2,329	671	224	55	96	283	48	102	64	112	99	24	76	36	97	9	93	63	46	32	190	3	88	26	9	46	25	54	26	7	68	31	34	20	32	41	32	21	9	16	4	5	32	26	10	4	2	-	3	4	13	16	26	414
2019.1/4	동대문구	남자	6,316	1,374	1,997	114	112	63	1,155	245	83	36	66	197	26	32	11	32	37	14	48	32	30	9	16	43	17	28	31	1	26	18	5	23	7	23	10	4	26	5	8	10	8	15	10	6	6	1	4	2	7	12	2	2	2	-	-	1	9	3	15	197
2019.1/4	동대문구	여자	10,196	1,418	4,794	137	262	345	1,174	426	141	19	30	86	22	70	53	80	62	10	28	4	67	-	77	20	29	4	159	2	62	8	4	23	18	31	16	3	42	26	26	10	24	26	22	15	3	15	-	3	25	14	8	2	-	-	3	3	4	13	11	217
2019.1/4	중랑구	계	5,008	1,802	708	62	78	141	648	1,036	132	20	9	63	15	4	49	28	4	10	25	5	8	1	6	30	22	3	7	-	10	1	6	9	1	5	1	3	1	3	6	1	9	2	2	1	4	1	-	1	1	2	-	-	1	-	-	2	1	2	-	16
2019.1/4	중랑구	남자	2,078	905	237	34	33	16	209	442	25	14	7	20	9	1	-	3	3	8	18	5	1	1	3	27	-	-	-	-	4	1	4	7	1	5	-	3	1	1	4	1	4	1	2	-	3	1	-	-	-	1	-	-	-	-	-	2	-	2	-	9
2019.1/4	중랑구	여자	2,930	897	471	28	45	125	439	594	107	6	2	43	6	3	49	25	1	2	7	-	7	-	3	3	22	3	7	-	6	-	2	2	-	-	1	-	-	2	2	-	5	1	-	1	1	-	-	1	1	1	-	-	1	-	-	-	1	-	-	7
2019.1/4	성북구	계	11,776	1,171	4,837	412	302	330	1,260	842	248	63	168	216	74	54	55	106	91	28	66	104	106	14	76	94	41	53	68	12	129	21	13	30	31	15	13	19	9	26	21	26	16	24	12	25	9	10	9	10	5	26	8	1	2	3	-	22	13	7	6	324
2019.1/4	성북구	남자	4,570	557	1,580	191	116	50	480	335	64	37	112	150	41	27	9	25	47	14	37	75	40	10	37	60	19	39	8	8	39	12	10	16	10	11	4	11	5	7	11	19	2	7	7	12	3	3	6	5	-	16	4	-	-	3	-	6	4	3	4	162
2019.1/4	성북구	여자	7,206	614	3,257	221	186	280	780	507	184	26	56	66	33	27	46	81	44	14	29	29	66	4	39	34	22	14	60	4	90	9	3	14	21	4	9	8	4	19	10	7	14	17	5	13	6	7	3	5	5	10	4	1	2	-	-	16	9	4	2	162
2019.1/4	강북구	계	3,765	1,207	846	80	110	108	476	349	101	22	9	79	16	16	40	27	3	5	24	39	8	-	9	9	19	6	14	5	22	1	6	3	-	7	2	5	1	2	5	1	10	1	8	3	1	-	2	1	3	1	-	1	2	-	1	-	-	3	-	46
2019.1/4	강북구	남자	1,450	593	255	49	44	11	116	127	19	14	8	50	11	10	3	9	2	3	12	33	4	-	2	6	1	6	1	5	3	1	3	2	-	6	-	5	1	-	3	1	2	-	6	-	1	-	1	-	2	1	-	-	1	-	1	-	-	-	-	16
2019.1/4	강북구	여자	2,315	614	591	31	66	97	360	222	82	8	1	29	5	6	37	18	1	2	12	6	4	-	7	3	18	-	13	-	19	-	3	1	-	1	2	-	-	2	2	-	8	1	2	3	-	-	1	1	1	-	-	1	1	-	-	-	-	3	-	30
2019.1/4	도봉구	계	2,269	492	440	67	41	110	359	160	170	23	2	36	14	9	46	7	4	4	34	35	8	6	5	7	67	-	10	4	6	1	6	30	2	2	3	2	-	2	-	1	4	3	2	-	-	-	-	1	-	-	1	-	3	1	1	4	-	5	-	29
2019.1/4	도봉구	남자	904	228	120	36	23	23	96	57	51	14	2	13	9	6	27	3	1	3	27	32	5	5	-	6	52	-	1	3	-	-	3	29	-	1	1	1	-	2	-	-	-	-	-	-	-	-	-	1	-	-	-	-	2	-	-	1	-	2	-	18
2019.1/4	도봉구	여자	1,365	264	320	31	18	87	263	103	119	9	-	23	5	3	19	4	3	1	7	3	3	1	5	1	15	-	9	1	6	1	3	1	2	1	2	1	-	-	-	1	4	3	2	-	-	-	-	-	-	-	1	-	1	1	1	3	-	3	-	11
2019.1/4	노원구	계	4,312	620	1,068	184	105	221	860	366	87	44	55	122	20	40	27	42	30	7	20	20	42	5	5	19	25	4	14	5	34	2	12	31	2	20	11	6	2	4	8	9	5	5	5	5	1	11	1	2	-	7	5	1	-	-	-	2	1	3	-	60
2019.1/4	노원구	남자	1,867	291	433	96	33	15	412	145	17	35	37	82	11	22	9	11	17	7	13	8	24	5	-	13	10	4	3	3	10	1	4	5	-	2	4	6	2	3	4	3	2	3	4	3	1	8	1	1	-	4	4	1	-	-	-	1	-	1	-	33
2019.1/4	노원구	여자	2,445	329	635	88	72	206	448	221	70	9	18	40	9	18	18	31	13	-	7	12	18	-	5	6	15	-	11	2	24	1	8	26	2	18	7	-	-	1	4	6	3	2	1	2	-	3	-	1	-	3	1	-	-	-	-	1	1	2	-	27
2019.1/4	은평구	계	4,439	1,268	833	140	548	374	470	57	109	31	31	59	31	28	62	31	11	7	11	9	26	6	22	7	53	4	40	9	10	4	13	24	4	6	1	3	3	3	1	4	9	4	7	4	2	1	2	2	5	10	-	-	-	-	-	1	3	5	1	30
2019.1/4	은평구	남자	1,861	620	295	88	286	104	109	20	20	21	21	26	24	14	5	10	7	6	8	9	7	6	5	7	24	2	16	7	3	4	9	21	3	5	1	1	-	2	-	2	1	4	5	1	2	-	1	1	-	8	-	-	-	-	-	-	1	1	-	18
2019.1/4	은평구	여자	2,578	648	538	52	262	270	361	37	89	10	10	33	7	14	57	21	4	1	3	-	19	-	17	-	29	2	24	2	7	-	4	3	1	1	-	2	3	1	1	2	8	-	2	3	-	1	1	1	5	2	-	-	-	-	-	1	2	4	1	12
2019.1/4	서대문구	계	12,833	909	4,320	868	2,377	603	825	128	127	114	154	74	147	207	156	98	108	75	27	22	89	4	113	14	45	34	264	26	57	11	15	34	64	35	16	11	34	40	15	41	17	22	38	12	15	22	4	27	15	6	15	3	2	1	6	8	10	17	1	291
2019.1/4	서대문구	남자	4,307	432	1,070	344	1,117	98	208	33	31	60	99	39	71	69	18	16	54	29	13	18	15	3	23	6	14	17	42	14	25	6	9	12	19	15	6	8	19	16	5	17	4	10	25	2	6	10	3	9	3	3	4	2	1	-	4	2	5	4	-	100
2019.1/4	서대문구	여자	8,526	477	3,250	524	1,260	505	617	95	96	54	55	35	76	138	138	82	54	46	14	4	74	1	90	8	31	17	222	12	32	5	6	22	45	20	10	3	15	24	10	24	13	12	13	10	9	12	1	18	12	3	11	1	1	1	2	6	5	13	1	191
2019.1/4	마포구	계	11,465	1,341	3,484	1,096	1,461	918	457	47	93	107	107	38	121	316	120	99	124	71	58	30	102	4	91	21	35	40	215	23	22	14	13	15	50	25	14	19	25	52	22	53	9	29	41	11	17	15	3	21	14	58	13	-	3	-	4	7	9	57	1	210
2019.1/4	마포구	남자	4,377	661	924	475	640	353	123	16	19	70	75	21	89	113	34	29	59	34	35	20	25	2	31	13	10	24	46	17	3	12	9	2	16	13	7	15	12	22	10	23	2	17	17	5	13	3	2	11	4	55	7	-	2	-	1	2	5	49	1	79
2019.1/4	마포구	여자	7,088	680	2,560	621	821	565	334	31	74	37	32	17	32	203	86	70	65	37	23	10	77	2	60	8	25	16	169	6	19	2	4	13	34	12	7	4	13	30	12	30	7	12	24	6	4	12	1	10	10	3	6	-	1	-	3	5	4	8	-	131
2019.1/4	양천구	계	4,023	1,919	698	115	197	118	275	56	120	34	13	41	27	6	27	69	4	9	4	17	10	1	7	7	28	-	9	1	108	14	2	19	1	2	3	7	3	-	2	1	6	4	2	3	-	-	-	-	1	6	1	-	-	-	-	2	1	3	-	20
2019.1/4	양천구	남자	1,808	1,032	261	56	104	11	54	17	28	19	6	18	18	6	3	34	2	6	3	15	7	1	2	4	10	-	2	-	23	14	1	17	-	1	2	3	2	-	1	1	4	2	-	1	-	-	-	-	-	4	-	-	-	-	-	1	1	2	-	9
2019.1/4	양천구	여자	2,215	887	437	59	93	107	221	39	92	15	7	23	9	-	24	35	2	3	1	2	3	-	5	3	18	-	7	1	85	-	1	2	1	1	1	4	1	-	1	-	2	2	2	2	-	-	-	-	1	2	1	-	-	-	-	1	-	1	-	11
2019.1/4	강서구	계	6,599	2,743	1,132	209	312	312	382	86	141	76	92	78	64	28	72	103	23	34	12	16	76	5	54	19	72	-	17	16	18	15	21	52	10	6	34	11	4	27	5	14	5	22	10	3	5	3	2	13	8	8	13	-	2	-	-	4	2	2	-	106
2019.1/4	강서구	남자	3,192	1,393	395	133	164	60	98	27	33	68	54	34	50	20	41	52	16	31	9	13	40	5	46	15	49	-	3	16	8	15	15	46	7	5	30	9	4	25	1	12	-	18	9	-	5	1	2	12	4	8	12	-	2	-	-	2	1	-	-	74
2019.1/4	강서구	여자	3,407	1,350	737	76	148	252	284	59	108	8	38	44	14	8	31	51	7	3	3	3	36	-	8	4	23	-	14	-	10	-	6	6	3	1	4	2	-	2	4	2	5	4	1	3	-	2	-	1	4	-	1	-	-	-	-	2	1	2	-	32
2019.1/4	구로구	계	34,163	26,170	5,972	82	174	203	505	91	109	25	36	69	29	15	48	79	8	9	11	45	34	5	36	27	48	-	20	1	77	18	4	100	3	2	6	1	2	8	5	3	9	2	4	5	1	1	-	2	7	6	2	-	1	-	1	-	-	2	-	40
2019.1/4	구로구	남자	19,646	16,195	2,544	46	78	48	186	36	38	19	27	46	20	7	6	28	6	8	6	38	15	4	17	25	25	-	4	1	21	18	3	72	2	2	3	1	2	5	3	2	3	1	1	1	1	1	-	1	4	6	1	-	-	-	-	-	-	-	-	19
2019.1/4	구로구	여자	14,517	9,975	3,428	36	96	155	319	55	71	6	9	23	9	8	42	51	2	1	5	7	19	1	19	2	23	-	16	-	56	-	1	28	1	-	3	-	-	3	2	1	6	1	3	4	-	-	-	1	3	-	1	-	1	-	1	-	-	2	-	21
2019.1/4	금천구	계	20,263	15,952	2,884	34	72	91	419	99	130	12	15	37	7	9	48	57	8	3	46	24	27	2	3	18	56	-	11	1	43	12	-	73	-	5	2	-	-	1	4	-	16	2	2	4	-	-	1	-	1	3	2	-	-	-	-	2	-	2	1	22
2019.1/4	금천구	남자	11,590	9,686	1,216	21	33	14	147	51	55	6	12	21	5	6	27	31	5	2	33	18	20	1	1	15	30	-	1	-	13	10	-	73	-	3	1	-	-	-	2	-	9	2	2	-	-	-	-	-	1	2	2	-	-	-	-	1	-	1	1	10
2019.1/4	금천구	여자	8,673	6,266	1,668	13	39	77	272	48	75	6	3	16	2	3	21	26	3	1	13	6	7	1	2	3	26	-	10	1	30	2	-	-	-	2	1	-	-	1	2	-	7	-	-	4	-	-	1	-	-	1	-	-	-	-	-	1	-	1	-	12
2019.1/4	영등포구	계	35,732	28,020	5,464	212	363	215	302	43	79	34	35	19	29	32	84	48	22	14	48	27	167	1	8	16	86	2	46	7	22	10	6	130	4	1	5	10	6	13	7	5	6	2	4	2	4	2	-	1	3	9	3	-	-	-	-	-	1	6	-	47
2019.1/4	영등포구	남자	20,086	16,607	2,389	110	174	40	99	21	19	20	25	7	23	20	48	8	12	7	35	24	79	1	4	16	73	-	6	6	7	10	5	120	1	1	1	4	1	8	3	4	2	1	3	-	4	-	-	1	-	7	2	-	-	-	-	-	1	5	-	22
2019.1/4	영등포구	여자	15,646	11,413	3,075	102	189	175	203	22	60	14	10	12	6	12	36	40	10	7	13	3	88	-	4	-	13	2	40	1	15	-	1	10	3	-	4	6	5	5	4	1	4	1	1	2	-	2	-	-	3	2	1	-	-	-	-	-	-	1	-	25
2019.1/4	동작구	계	13,145	5,929	4,536	183	167	192	955	81	57	29	51	55	36	114	66	43	32	6	9	59	27	6	24	8	37	1	19	8	18	26	3	17	13	6	9	8	1	8	18	8	15	7	17	9	4	4	8	4	4	12	1	1	1	-	1	6	-	9	4	173
2019.1/4	동작구	남자	5,904	3,184	1,633	105	60	25	310	24	8	19	36	32	23	73	19	9	12	4	6	44	9	5	7	6	15	-	4	6	2	11	2	11	5	4	4	7	1	4	8	5	7	4	13	2	2	4	7	2	1	9	-	1	-	-	-	3	-	1	2	104
2019.1/4	동작구	여자	7,241	2,745	2,903	78	107	167	645	57	49	10	15	23	13	41	47	34	20	2	3	15	18	1	17	2	22	1	15	2	16	15	1	6	8	2	5	1	-	4	10	3	8	3	4	7	2	-	1	2	3	3	1	-	1	-	1	3	-	8	2	69
2019.1/4	관악구	계	18,030	10,794	3,227	271	158	339	681	171	113	69	163	106	83	118	128	115	88	35	41	52	130	16	73	43	68	2	52	2	62	21	13	53	30	64	13	12	20	31	40	28	20	22	19	21	11	4	14	5	18	22	10	3	1	1	9	6	10	16	1	292
2019.1/4	관악구	남자	8,612	5,863	1,187	136	34	62	199	57	14	49	99	54	53	56	38	22	45	19	28	38	45	7	20	30	48	1	10	1	15	14	7	32	7	31	9	9	8	15	9	12	3	5	7	7	10	2	11	3	5	14	2	1	-	-	1	3	5	3	-	147
2019.1/4	관악구	여자	9,418	4,931	2,040	135	124	277	482	114	99	20	64	52	30	62	90	93	43	16	13	14	85	9	53	13	20	1	42	1	47	7	6	21	23	33	4	3	12	16	31	16	17	17	12	14	1	2	3	2	13	8	8	2	1	1	8	3	5	13	1	145
2019.1/4	서초구	계	4,245	704	633	489	147	286	108	29	118	91	82	26	104	532	34	53	61	53	7	13	13	3	29	-	26	50	16	14	20	3	12	28	41	5	19	9	8	28	75	16	3	10	14	17	10	6	1	23	8	7	4	-	-	-	4	7	6	7	1	132
2019.1/4	서초구	남자	2,123	312	315	273	61	111	33	11	18	59	54	16	66	295	5	22	40	34	6	11	4	3	10	-	20	31	4	12	11	2	6	24	21	3	8	8	6	12	48	11	1	3	10	8	4	1	1	15	5	5	3	-	-	-	2	4	4	5	-	66
2019.1/4	서초구	여자	2,122	392	318	216	86	175	75	18	100	32	28	10	38	237	29	31	21	19	1	2	9	-	19	-	6	19	12	2	9	1	6	4	20	2	11	1	2	16	27	5	2	7	4	9	6	5	-	8	3	2	1	-	-	-	2	3	2	2	1	66
2019.1/4	강남구	계	5,021	761	1,114	753	148	503	156	46	65	139	106	53	111	122	91	79	45	39	15	19	31	1	11	7	50	34	26	16	23	4	31	63	14	20	6	21	10	24	51	39	4	6	11	12	3	6	2	11	3	20	5	1	1	-	2	3	-	5	-	79
2019.1/4	강남구	남자	2,572	311	554	427	72	236	63	9	21	81	78	30	62	78	41	21	21	28	12	14	7	1	8	5	39	23	11	11	8	4	13	62	5	11	3	11	6	17	31	36	1	4	8	6	1	5	1	9	-	12	4	1	-	-	2	-	-	3	-	44
2019.1/4	강남구	여자	2,449	450	560	326	76	267	93	37	44	58	28	23	49	44	50	58	24	11	3	5	24	-	3	2	11	11	15	5	15	-	18	1	9	9	3	10	4	7	20	3	3	2	3	6	2	1	1	2	3	8	1	-	1	-	-	3	-	2	-	35
2019.1/4	송파구	계	6,840	3,507	1,115	418	130	333	289	95	88	83	71	49	50	31	59	39	22	25	14	5	27	-	5	2	43	60	18	9	18	7	16	55	11	10	6	11	2	12	5	-	7	5	5	5	-	1	-	2	1	5	1	-	4	-	2	2	-	18	1	41
2019.1/4	송파구	남자	3,321	1,863	439	227	51	121	80	43	25	53	47	23	34	17	23	11	9	13	8	3	6	-	3	1	21	30	3	9	3	6	6	54	6	4	1	6	1	9	4	-	-	3	4	2	-	1	-	2	-	5	1	-	2	-	2	1	-	15	1	19
2019.1/4	송파구	여자	3,519	1,644	676	191	79	212	209	52	63	30	24	26	16	14	36	28	13	12	6	2	21	-	2	1	22	30	15	-	15	1	10	1	5	6	5	5	1	3	1	-	7	2	1	3	-	-	-	-	1	-	-	-	2	-	-	1	-	3	-	22
2019.1/4	강동구	계	4,334	2,329	652	148	50	147	325	138	73	31	30	37	15	7	37	23	2	8	4	36	8	1	11	11	61	5	4	5	12	29	4	24	3	5	1	-	5	5	6	-	8	2	3	-	-	1	-	1	1	1	-	-	3	-	-	2	-	4	-	16
2019.1/4	강동구	남자	2,018	1,239	219	59	22	15	81	55	16	19	24	26	13	3	11	10	1	8	2	21	4	1	7	10	51	3	-	3	7	27	1	24	2	2	1	-	3	1	4	-	-	1	2	-	-	1	-	-	1	1	-	-	2	-	-	2	-	3	-	10
2019.1/4	강동구	여자	2,316	1,090	433	89	28	132	244	83	57	12	6	11	2	4	26	13	1	-	2	15	4	-	4	1	10	2	4	2	5	2	3	-	1	3	-	-	2	4	2	-	8	1	1	-	-	-	-	1	-	-	-	-	1	-	-	-	-	1	-	6
2019.2/4	합계	계	284,430	122,508	65,501	9,336	8,884	8,957	17,939	6,140	3,466	1,505	2,236	2,752	1,564	2,378	1,759	2,093	1,385	778	1,248	1,321	1,373	620	2,002	686	1,056	697	1,269	237	1,322	373	364	1,022	420	392	333	227	273	494	491	344	328	303	350	369	147	121	201	185	163	607	120	95	66	21	87	148	112	400	139	4,723
2019.2/4	합계	남자	136,422	69,439	23,080	4,957	3,958	2,542	6,565	2,394	918	970	1,490	1,606	989	1,225	570	749	730	438	822	987	522	470	1,144	486	566	403	253	177	484	285	199	747	155	210	177	150	139	261	252	195	94	143	193	153	97	47	152	105	48	509	64	57	36	8	41	59	52	240	78	2,542
2019.2/4	합계	여자	148,008	53,069	42,421	4,379	4,926	6,415	11,374	3,746	2,548	535	746	1,146	575	1,153	1,189	1,344	655	340	426	334	851	150	858	200	490	294	1,016	60	838	88	165	275	265	182	156	77	134	233	239	149	234	160	157	216	50	74	49	80	115	98	56	38	30	13	46	89	60	160	61	2,181
2019.2/4	종로구	계	10,387	1,730	3,818	281	326	321	1,715	90	89	31	75	60	84	141	36	56	62	152	453	18	37	4	29	16	15	30	67	8	26	12	8	19	29	13	41	12	4	22	10	16	8	18	21	6	9	11	3	13	7	6	18	5	-	9	27	3	12	5	2	248
2019.2/4	종로구	남자	4,467	839	1,244	178	96	126	837	34	27	21	55	32	57	75	11	19	27	74	298	13	9	2	10	9	6	16	10	7	9	8	6	12	14	8	22	8	1	17	1	4	4	7	11	3	8	2	3	7	1	4	10	3	-	4	17	1	5	3	-	132
2019.2/4	종로구	여자	5,920	891	2,574	103	230	195	878	56	62	10	20	28	27	66	25	37	35	78	155	5	28	2	19	7	9	14	57	1	17	4	2	7	15	5	19	4	3	5	9	12	4	11	10	3	1	9	-	6	6	2	8	2	-	5	10	2	7	2	2	116
2019.2/4	중구	계	10,133	2,008	2,630	276	598	266	1,265	274	84	62	111	561	77	80	34	440	108	21	29	55	41	4	20	6	14	31	36	14	246	31	4	18	31	4	11	5	7	25	11	20	40	12	18	42	8	1	11	6	5	15	5	1	1	4	10	9	8	8	3	368
2019.2/4	중구	남자	4,833	1,035	1,054	177	317	124	581	112	20	38	67	252	45	46	4	239	54	11	15	42	21	3	8	2	4	15	14	10	124	21	2	9	12	3	8	3	4	15	5	11	18	3	11	28	6	-	10	4	1	9	2	1	-	1	4	4	6	5	1	192
2019.2/4	중구	여자	5,300	973	1,576	99	281	142	684	162	64	24	44	309	32	34	30	201	54	10	14	13	20	1	12	4	10	16	22	4	122	10	2	9	19	1	3	2	3	10	6	9	22	9	7	14	2	1	1	2	4	6	3	-	1	3	6	5	2	3	2	176
2019.2/4	용산구	계	15,947	1,293	700	2,502	353	1,336	282	162	631	233	424	136	306	330	195	232	408	128	36	381	92	508	1,095	133	74	265	41	39	118	35	108	50	58	49	46	38	71	91	125	42	58	35	68	69	27	20	118	38	18	351	14	74	17	-	22	50	28	160	89	1,545
2019.2/4	용산구	남자	8,947	650	242	1,440	173	681	74	66	149	155	285	56	192	193	89	75	234	70	23	280	29	384	808	84	30	153	22	30	47	19	64	20	24	31	22	24	40	55	90	26	16	14	37	28	14	11	88	19	7	322	9	46	12	-	10	21	14	109	51	990
2019.2/4	용산구	여자	7,000	643	458	1,062	180	655	208	96	482	78	139	80	114	137	106	157	174	58	13	101	63	124	287	49	44	112	19	9	71	16	44	30	34	18	24	14	31	36	35	16	42	21	31	41	13	9	30	19	11	29	5	28	5	-	12	29	14	51	38	555
2019.2/4	성동구	계	8,055	2,454	2,507	251	176	168	756	290	183	49	93	79	30	41	55	32	76	17	48	126	74	5	63	46	27	5	34	5	11	18	5	49	9	8	12	3	11	15	12	15	13	12	18	8	11	6	14	3	3	1	2	1	1	2	-	-	5	3	1	93
2019.2/4	성동구	남자	3,615	1,232	887	145	73	36	259	113	100	35	60	59	19	21	16	9	51	10	43	86	52	3	39	39	7	3	9	5	1	18	2	39	5	6	11	2	8	7	5	3	2	8	8	-	9	3	11	2	2	1	1	-	-	-	-	-	2	-	1	47
2019.2/4	성동구	여자	4,440	1,222	1,620	106	103	132	497	177	83	14	33	20	11	20	39	23	25	7	5	40	22	2	24	7	20	2	25	-	10	-	3	10	4	2	1	1	3	8	7	12	11	4	10	8	2	3	3	1	1	-	1	1	1	2	-	-	3	3	-	46
2019.2/4	광진구	계	15,592	6,307	4,789	174	146	378	1,283	702	108	41	176	362	29	61	42	45	26	11	97	136	69	3	78	56	21	2	37	5	73	9	5	33	7	32	6	3	8	14	11	11	10	9	13	6	3	7	2	-	7	5	7	-	3	-	-	-	1	9	1	113
2019.2/4	광진구	남자	6,693	3,227	1,568	87	51	48	417	303	25	23	118	291	18	40	8	13	9	8	58	105	19	2	31	42	5	1	5	3	22	7	2	17	2	20	1	2	3	9	4	3	3	4	4	3	3	4	1	-	1	2	5	-	-	-	-	-	1	3	-	42
2019.2/4	광진구	여자	8,899	3,080	3,221	87	95	330	866	399	83	18	58	71	11	21	34	32	17	3	39	31	50	1	47	14	16	1	32	2	51	2	3	16	5	12	5	1	5	5	7	8	7	5	9	3	-	3	1	-	6	3	2	-	3	-	-	-	-	6	1	71
2019.2/4	동대문구	계	16,600	2,749	6,887	232	360	492	2,448	669	217	52	97	288	51	88	61	118	75	25	88	30	89	8	112	65	43	27	180	2	78	24	13	51	21	55	26	6	54	20	37	12	29	35	26	15	6	15	5	3	27	22	7	4	3	-	3	6	8	13	27	396
2019.2/4	동대문구	남자	6,350	1,359	2,018	103	116	70	1,235	251	78	35	65	200	26	29	10	36	31	12	56	27	30	8	22	45	15	22	29	1	23	16	7	30	5	23	8	3	16	2	6	8	7	15	8	5	4	2	5	1	5	10	1	2	2	-	-	1	4	2	16	184
2019.2/4	동대문구	여자	10,250	1,390	4,869	129	244	422	1,213	418	139	17	32	88	25	59	51	82	44	13	32	3	59	-	90	20	28	5	151	1	55	8	6	21	16	32	18	3	38	18	31	4	22	20	18	10	2	13	-	2	22	12	6	2	1	-	3	5	4	11	11	212
2019.2/4	중랑구	계	4,978	1,755	707	60	76	137	645	1,056	131	19	9	62	17	5	48	27	5	11	23	5	8	1	4	26	26	6	9	-	11	1	8	14	1	5	1	3	1	2	7	1	11	2	2	2	4	-	-	2	1	1	-	-	1	-	-	2	1	1	-	15
2019.2/4	중랑구	남자	2,060	878	237	33	33	15	219	444	24	13	7	18	10	1	-	4	3	9	16	4	1	1	3	23	1	1	-	-	5	1	5	12	1	5	-	3	1	1	5	1	4	1	2	-	3	-	-	-	-	1	-	-	-	-	-	2	-	1	-	8
2019.2/4	중랑구	여자	2,918	877	470	27	43	122	426	612	107	6	2	44	7	4	48	23	2	2	7	1	7	-	1	3	25	5	9	-	6	-	3	2	-	-	1	-	-	1	2	-	7	1	-	2	1	-	-	2	1	-	-	-	1	-	-	-	1	-	-	7
2019.2/4	성북구	계	11,895	1,170	4,953	375	300	361	1,316	853	244	56	157	208	79	59	55	105	83	31	72	113	113	12	77	86	42	50	60	8	126	26	14	27	29	13	15	16	7	19	22	20	15	22	11	28	6	7	9	4	6	25	8	1	3	3	-	23	11	11	6	324
2019.2/4	성북구	남자	4,588	576	1,620	173	116	52	494	332	62	33	107	143	44	32	9	27	42	14	41	80	42	8	36	54	21	37	10	6	39	15	11	12	7	11	5	9	4	7	11	13	2	4	5	14	4	2	6	3	-	13	3	-	-	3	-	6	2	5	4	157
2019.2/4	성북구	여자	7,307	594	3,333	202	184	309	822	521	182	23	50	65	35	27	46	78	41	17	31	33	71	4	41	32	21	13	50	2	87	11	3	15	22	2	10	7	3	12	11	7	13	18	6	14	2	5	3	1	6	12	5	1	3	-	-	17	9	6	2	167
2019.2/4	강북구	계	3,790	1,185	851	83	110	111	506	359	103	20	8	77	18	18	37	29	3	5	25	34	8	-	4	6	19	6	21	5	21	1	9	3	-	8	1	5	4	2	5	1	8	1	8	4	1	-	2	1	3	1	-	1	2	-	1	-	-	2	-	44
2019.2/4	강북구	남자	1,440	582	254	57	46	9	120	123	20	12	8	48	12	11	3	10	1	3	13	27	4	-	-	5	1	6	1	5	3	1	3	2	-	7	-	5	3	-	3	1	2	-	6	-	1	-	1	-	2	1	-	-	1	-	1	-	-	-	-	16
2019.2/4	강북구	여자	2,350	603	597	26	64	102	386	236	83	8	-	29	6	7	34	19	2	2	12	7	4	-	4	1	18	-	20	-	18	-	6	1	-	1	1	-	1	2	2	-	6	1	2	4	-	-	1	1	1	-	-	1	1	-	-	-	-	2	-	28
2019.2/4	도봉구	계	2,303	484	453	63	41	112	380	159	169	22	3	33	17	8	47	6	5	2	39	35	7	7	4	8	72	-	9	4	5	1	5	31	3	3	3	2	1	2	-	2	4	3	1	-	-	-	-	-	-	-	1	-	3	1	1	4	-	8	-	30
2019.2/4	도봉구	남자	921	228	125	34	23	23	108	58	49	14	3	11	11	5	25	1	2	1	30	30	4	6	-	7	57	-	1	3	-	-	2	29	1	1	1	1	-	2	-	1	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	1	-	4	-	17
2019.2/4	도봉구	여자	1,382	256	328	29	18	89	272	101	120	8	-	22	6	3	22	5	3	1	9	5	3	1	4	1	15	-	8	1	5	1	3	2	2	2	2	1	1	-	-	1	4	3	1	-	-	-	-	-	-	-	1	-	1	1	1	3	-	4	-	13
2019.2/4	노원구	계	4,253	598	1,056	177	118	235	864	358	87	46	51	127	18	31	31	40	15	7	20	18	42	7	5	19	25	4	14	5	37	3	17	33	2	16	12	7	1	4	6	6	5	3	3	5	1	4	1	2	-	7	2	1	-	-	-	1	-	4	-	52
2019.2/4	노원구	남자	1,801	280	439	94	33	14	382	149	17	38	36	86	11	15	9	10	8	7	12	6	22	7	-	14	10	4	3	3	12	1	5	3	-	1	5	6	1	3	3	1	2	2	2	3	1	2	1	1	-	4	2	1	-	-	-	1	-	1	-	28
